,Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Price,Memory1,Memory2,Processor
731,Dell,Notebook,15.6,1366x768,12.0,Intel HD Graphics 620,Windows 10,34578.72,1TB HDD,No additional storage,Intel Core i5
732,HP,Notebook,15.6,Full HD 1920x1080,6.0,AMD Radeon 520,Windows 10,34632.0,128GB SSD,1TB HDD,AMD A9-Series
733,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,29783.52,500GB HDD,No additional storage,Intel Core i5
734,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,51148.8,256GB SSD,No additional storage,Intel Core i5
735,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,41505.12,1TB HDD,No additional storage,Intel Core i7
736,HP,Workstation,15.6,Full HD 1920x1080,16.0,Nvidia Quadro M2200,Windows 10,128884.32,256GB SSD,No additional storage,Intel Core i7
737,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8.0,Intel UHD Graphics 620,Windows 10,35111.52,1TB HDD,No additional storage,Intel Core i5
738,MSI,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,111593.8944,256GB SSD,1TB HDD,Intel Core i7
739,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,21887.424,500GB HDD,No additional storage,Intel Core i3
740,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce 940MX,Windows 10,64308.96,128GB SSD,1TB HDD,Intel Core i7
741,Dell,Notebook,15.6,1366x768,8.0,Intel HD Graphics 520,Windows 10,35431.2,256GB SSD,No additional storage,Intel Core i3
742,Toshiba,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,81784.8,256GB SSD,No additional storage,Intel Core i5
743,Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,53226.72,256GB SSD,No additional storage,Intel Core i5
744,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,16.0,Nvidia Quadro M520M,Windows 10,175770.72,1TB SSD,No additional storage,Intel Core i7
745,Acer,Notebook,14.0,1366x768,2.0,Intel HD Graphics 400,Chrome OS,17582.4,32GB Flash Storage,No additional storage,Intel Celeron
746,Samsung,Ultrabook,13.3,Full HD 1920x1080,16.0,Intel HD Graphics 620,Windows 10,87858.72,256GB SSD,No additional storage,Intel Core i7
748,Dell,Notebook,14.0,1366x768,8.0,Intel HD Graphics 620,Windows 10,60031.1088,256GB SSD,No additional storage,Intel Core i5
749,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia Quadro M2000M,Windows 7,233845.92,256GB SSD,No additional storage,Intel Xeon
750,Lenovo,Netbook,11.6,Touchscreen 1366x768,4.0,Intel HD Graphics 400,Windows 10,25308.0,128GB SSD,No additional storage,Intel Celeron
751,HP,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,101232.0,256GB SSD,No additional storage,Intel Core i5
752,Asus,Notebook,15.6,1366x768,4.0,Nvidia GeForce GTX 950M,No OS,30849.12,1TB HDD,No additional storage,Intel Core i5
754,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,45282.672,256GB SSD,No additional storage,Intel Core i7
755,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,8.0,Intel HD Graphics 540,Windows 10,63882.72,256GB SSD,No additional storage,Intel Core i5
756,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,58554.72,128GB SSD,1TB HDD,Intel Core i5
757,HP,Workstation,15.6,Full HD 1920x1080,8.0,Nvidia Quadro M1000M,Windows 7,83170.08,256GB SSD,No additional storage,Intel Core i7
758,Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,16.0,Nvidia GeForce GTX 1070,Windows 10,152859.7872,256GB SSD,1TB HDD,Intel Core i7
759,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,31914.72,256GB SSD,No additional storage,Intel Core i5
760,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,55837.44,128GB SSD,1TB HDD,Intel Core i7
761,Dell,Ultrabook,12.5,Full HD 1920x1080,16.0,Intel HD Graphics 620,Windows 10,99047.52,256GB SSD,No additional storage,Intel Core i7
762,Google,Ultrabook,12.3,Touchscreen 2400x1600,8.0,Intel HD Graphics 615,Chrome OS,83063.52,256GB SSD,No additional storage,Intel Core i5
763,Asus,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,8.0,Intel HD Graphics 620,Windows 10,60153.12,256GB SSD,No additional storage,Intel Core i5
764,Dell,Notebook,13.3,1366x768,4.0,Intel HD Graphics 520,Windows 10,45234.72,500GB HDD,No additional storage,Intel Core i3
765,Acer,Notebook,13.3,1366x768,4.0,Intel HD Graphics 520,Windows 10,34898.4,128GB SSD,No additional storage,Intel Core i5
766,Asus,Notebook,17.3,1366x768,4.0,Nvidia GeForce 920MX,Windows 10,25059.7152,1TB HDD,No additional storage,Intel Pentium
767,Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,16.0,Nvidia GeForce GTX 960M,Windows 10,58554.72,128GB SSD,1TB HDD,Intel Core i7
768,Samsung,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,85194.72,256GB SSD,No additional storage,Intel Core i7
769,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 505,Linux,15877.44,1TB HDD,No additional storage,Intel Pentium
770,Dell,Notebook,15.6,Full HD 1920x1080,16.0,AMD Radeon R7 M445,Windows 10,62938.0656,?,No additional storage,Intel Core i7
771,Samsung,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,16.0,AMD Radeon 540,Windows 10,95850.72,256GB SSD,No additional storage,Intel Core i7
772,Toshiba,Notebook,14.0,IPS Panel 1366x768,4.0,Intel HD Graphics 520,Windows 10,54345.6,128GB SSD,No additional storage,Intel Core i5
773,Dell,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,58554.72,1TB HDD,No additional storage,Intel Core i7
775,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,12.0,Nvidia GeForce 940MX,Windows 10,44701.92,2TB HDD,No additional storage,Intel Core i7
776,Lenovo,Notebook,15.6,4K Ultra HD 3840x2160,16.0,Nvidia Quadro M2000M,Windows 7,126273.6,512GB SSD,No additional storage,Intel Core i7
777,Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,33886.08,128GB SSD,No additional storage,Intel Core i3
778,Razer,Gaming,14.0,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,154458.72,512GB SSD,No additional storage,Intel Core i7
779,Asus,Notebook,15.6,1920x1080,8.0,Intel HD Graphics 505,Windows 10,31003.632,128GB SSD,No additional storage,Intel Pentium
780,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,32.0,Nvidia GeForce GTX 1070M,Windows 10,191211.264,1TB SSD,1TB HDD,Intel Core i7
781,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,125208.0,256GB SSD,1TB HDD,Intel Core i7
782,Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce 930M,Windows 10,93985.92,512GB SSD,No additional storage,Intel Core i7
783,Lenovo,Notebook,15.6,1366x768,8.0,Intel HD Graphics 405,No OS,17529.12,1TB HDD,No additional storage,Intel Celeron
784,Lenovo,Ultrabook,14.0,Full HD 1920x1080,16.0,Intel HD Graphics 620,Windows 10,122490.72,512GB SSD,No additional storage,Intel Core i7
785,MSI,Gaming,14.0,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,100752.48,256GB SSD,1TB HDD,Intel Core i7
786,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,58021.92,128GB SSD,1TB HDD,Intel Core i5
787,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,4.0,Nvidia GeForce GTX 1050,Windows 10,53226.72,1TB HDD,No additional storage,Intel Core i7
788,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,122490.72,256GB SSD,1TB HDD,Intel Core i7
789,Dell,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,52480.8,256GB SSD,No additional storage,Intel Core i5
790,Asus,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX1060,Windows 10,71341.92,128GB SSD,1TB HDD,Intel Core i7
791,Vero,Notebook,14.0,1920x1080,4.0,Intel HD Graphics 500,Windows 10,10810.512,32GB Flash Storage,No additional storage,Intel Celeron
792,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,104961.6,512GB SSD,No additional storage,Intel Core i7
793,Lenovo,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,8.0,AMD Radeon R7 M460,Windows 10,51095.52,256GB SSD,No additional storage,Intel Core i5
794,Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,8.0,Intel HD Graphics 5300,Mac OS X,62071.2,512GB Flash Storage,No additional storage,Intel Core M
795,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,8.0,Intel HD Graphics 620,Windows 10,124142.4,256GB SSD,No additional storage,Intel Core i5
796,Asus,Notebook,14.0,1366x768,4.0,Intel HD Graphics 500,Windows 10,15930.72,32GB Flash Storage,No additional storage,Intel Celeron
797,Dell,Notebook,15.6,1366x768,8.0,Intel HD Graphics 620,Windows 10,43156.8,128GB SSD,No additional storage,Intel Core i5
798,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,71874.72,256GB SSD,No additional storage,Intel Core i7
799,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R5 M420X,Windows 10,39373.92,256GB SSD,No additional storage,Intel Core i3
800,HP,Workstation,15.6,Full HD 1920x1080,8.0,Nvidia Quadro M2200,Windows 10,110017.872,256GB SSD,No additional storage,Intel Core i7
801,Asus,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,58554.72,256GB SSD,No additional storage,Intel Core i5
802,Dell,Ultrabook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,79866.72,256GB SSD,No additional storage,Intel Core i5
803,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,8.0,Nvidia GeForce GTX 1050,Windows 10,93186.72,256GB SSD,No additional storage,Intel Core i5
804,Dell,Netbook,11.6,1366x768,4.0,Intel HD Graphics 505,Windows 10,39640.32,128GB SSD,No additional storage,Intel Pentium
805,HP,Netbook,12.5,1366x768,8.0,Intel HD Graphics 620,Windows 10,74005.92,256GB SSD,No additional storage,Intel Core i5
806,Toshiba,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,41558.4,500GB HDD,No additional storage,Intel Core i5
807,HP,Notebook,15.6,1366x768,8.0,AMD Radeon R7 Graphics,Windows 10,33513.12,2TB HDD,No additional storage,AMD A12-Series
808,Dell,Gaming,15.6,4K Ultra HD 3840x2160,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,89457.12,512GB SSD,No additional storage,Intel Core i7
809,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Nvidia GeForce 920M,Windows 10,32447.52,1TB HDD,No additional storage,Intel Core i5
810,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,12.0,AMD Radeon RX 580,Windows 10,93186.72,1TB HDD,No additional storage,Intel Core i7
811,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,128671.2,512GB SSD,1TB HDD,Intel Core i7
812,Samsung,Ultrabook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,79866.72,256GB SSD,No additional storage,Intel Core i5
813,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GT 940MX,Windows 10,51202.08,1TB HDD,No additional storage,Intel Core i7
814,Dell,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R5 M420,Windows 10,42081.0768,256GB SSD,No additional storage,Intel Core i5
815,Lenovo,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,99047.52,256GB SSD,No additional storage,Intel Core i7
816,Razer,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16.0,Intel HD Graphics 620,Windows 10,95850.72,512GB SSD,No additional storage,Intel Core i7
817,HP,Netbook,11.6,1366x768,4.0,Intel HD Graphics 400,Chrome OS,20512.8,16GB Flash Storage,No additional storage,Intel Celeron
818,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,133467.4656,128GB SSD,1TB HDD,Intel Core i7
819,Dell,Notebook,14.0,1366x768,4.0,Intel HD Graphics 520,Windows 10,40226.4,500GB HDD,No additional storage,Intel Core i5
820,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,26101.872,500GB HDD,No additional storage,Intel Core i3
821,Toshiba,Ultrabook,14.0,1366x768,4.0,Intel HD Graphics 620,Windows 10,58075.2,128GB SSD,No additional storage,Intel Core i5
822,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,133146.72,512GB SSD,No additional storage,Intel Core i7
823,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,63882.72,256GB SSD,No additional storage,Intel Core i5
824,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,99900.0,256GB Flash Storage,No additional storage,Intel Core i5
825,Toshiba,Notebook,14.0,1366x768,4.0,Intel HD Graphics 510,Windows 10,26586.72,128GB SSD,No additional storage,Intel Pentium
826,Asus,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,72354.24,256GB SSD,No additional storage,Intel Core i5
827,Dell,Notebook,14.0,1366x768,4.0,Intel HD Graphics 520,Windows 10,31168.8,500GB HDD,No additional storage,Intel Core i3
828,Acer,Netbook,11.6,IPS Panel 1366x768,4.0,Intel HD Graphics 400,Chrome OS,18914.4,32GB Flash Storage,No additional storage,Intel Celeron
829,Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,32980.32,128GB SSD,No additional storage,Intel Core i3
830,Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,32.0,Nvidia GeForce GTX 1080,Windows 10,292986.72,512GB SSD,No additional storage,Intel Core i7
831,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,16.0,Intel HD Graphics 520,Windows 10,111834.72,512GB SSD,No additional storage,Intel Core i7
832,Asus,Notebook,15.6,Full HD 1920x1080,4.0,Nvidia GeForce 920,Linux,27652.32,1TB HDD,No additional storage,Intel Core i5
833,Lenovo,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,63190.08,256GB SSD,No additional storage,Intel Core i5
834,Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,87912.0,256GB SSD,No additional storage,Intel Core i5
835,Dell,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,147832.2864,256GB SSD,1TB HDD,Intel Core i7
836,Asus,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,128884.32,256GB SSD,1TB HDD,Intel Core i7
837,Toshiba,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,35644.32,500GB HDD,No additional storage,Intel Core i3
838,Lenovo,Notebook,14.0,1366x768,4.0,Intel HD Graphics 400,Chrome OS,17316.0,16GB Flash Storage,No additional storage,Intel Celeron
839,Asus,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,31435.2,128GB HDD,No additional storage,Intel Core i5
840,Asus,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,95850.72,512GB SSD,1TB HDD,Intel Core i7
841,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,32.0,Nvidia GeForce GTX 1070,Windows 10,163723.5792,512GB SSD,1TB HDD,Intel Core i7
842,HP,Notebook,17.3,1600x900,8.0,Nvidia GeForce 930MX,Windows 10,48484.8,1TB HDD,No additional storage,Intel Core i5
843,Dell,Notebook,15.6,1366x768,8.0,Intel HD Graphics 620,Windows 10,38041.3872,128GB SSD,No additional storage,Intel Core i5
844,HP,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,99633.6,512GB SSD,No additional storage,Intel Core i7
845,Dell,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon R5 M420,Windows 10,39373.92,256GB SSD,No additional storage,Intel Core i7
846,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,4.0,Intel HD Graphics 500,Chrome OS,32767.2,32GB Flash Storage,No additional storage,Intel Celeron
847,Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce 940M,Windows 10,54665.28,512GB SSD,No additional storage,Intel Core i5
848,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,121318.56,256GB SSD,No additional storage,Intel Core i5
849,HP,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,78215.04,512GB SSD,No additional storage,Intel Core i7
850,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 400,No OS,15930.72,128GB SSD,No additional storage,Intel Celeron
851,Asus,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,101178.72,128GB SSD,1TB HDD,Intel Core i7
852,Dell,Notebook,17.3,Full HD 1920x1080,8.0,AMD Radeon R7 M445,Linux,46087.2,1TB HDD,No additional storage,Intel Core i7
853,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GT 940MX,Windows 10,101391.84,256GB SSD,No additional storage,Intel Core i7
854,Asus,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 930MX,Windows 10,41931.36,256GB SSD,No additional storage,Intel Core i7
855,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,50349.6,128GB SSD,No additional storage,Intel Core i5
856,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics 505,Windows 10,23922.72,1TB HDD,No additional storage,Intel Pentium
857,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,136343.52,256GB SSD,No additional storage,Intel Core i7
858,Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 520,Windows 10,34578.72,1TB HDD,No additional storage,Intel Core i5
859,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,No OS,24988.32,1TB HDD,No additional storage,Intel Core i3
860,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,45323.1648,1TB HDD,No additional storage,Intel Core i5
861,HP,Notebook,15.6,Full HD 1920x1080,8.0,AMD Radeon R7 M465,Windows 10,71874.72,256GB SSD,No additional storage,Intel Core i5
862,Toshiba,Notebook,13.3,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,68464.8,128GB SSD,No additional storage,Intel Core i5
863,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,No OS,54185.76,1TB HDD,No additional storage,Intel Core i5
864,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,16.0,Intel Iris Plus Graphics 640,Windows 10,119347.2,512GB SSD,No additional storage,Intel Core i7
865,HP,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,48484.8,500GB HDD,No additional storage,Intel Core i5
866,Toshiba,Ultrabook,13.3,1366x768,8.0,Intel HD Graphics 520,Windows 10,58341.6,256GB SSD,No additional storage,Intel Core i5
867,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,103896.0,256GB SSD,No additional storage,Intel Core i7
868,Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,48058.56,256GB SSD,No additional storage,Intel Core i5
869,Dell,Workstation,15.6,Full HD 1920x1080,8.0,Nvidia Quadro M620,Windows 10,94731.84,1TB HDD,No additional storage,Intel Core i7
870,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,56210.4,500GB HDD,No additional storage,Intel Core i5
871,Lenovo,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon R5 M430,No OS,25521.12,1TB HDD,No additional storage,Intel Core i3
872,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,73952.64,256GB SSD,No additional storage,Intel Core i7
873,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,39160.8,180GB SSD,No additional storage,Intel Core i3
874,Samsung,Ultrabook,15.0,Full HD 1920x1080,16.0,Nvidia GeForce 940MX,Windows 10,98514.72,256GB SSD,No additional storage,Intel Core i7
875,Dell,Ultrabook,12.5,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,90043.2,256GB SSD,No additional storage,Intel Core i7
876,Asus,Notebook,15.6,1366x768,4.0,Intel HD Graphics 505,Linux,21258.1872,1TB HDD,No additional storage,Intel Pentium
877,Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce 940MX,Windows 10,49816.8,256GB SSD,No additional storage,Intel Core i5
878,Dell,Notebook,15.6,Full HD 1920x1080,4.0,Nvidia GeForce 940MX,Windows 10,48618.0,128GB SSD,1TB HDD,Intel Core i5
879,HP,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,44701.92,256GB SSD,No additional storage,Intel Core i5
880,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 620,Windows 10,90576.0,256GB SSD,No additional storage,Intel Core i5
881,HP,2 in 1 Convertible,15.6,Touchscreen 1366x768,4.0,Intel HD Graphics 620,Windows 10,36486.144,500GB HDD,No additional storage,Intel Core i5
882,Asus,Notebook,14.1,1366x768,4.0,Intel HD Graphics 500,Windows 10,18541.44,32GB Flash Storage,No additional storage,Intel Celeron
883,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce 940MX,Windows 10,35644.32,1TB HDD,No additional storage,Intel Core i7
884,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics,Windows 10,19660.32,500GB HDD,No additional storage,Intel Pentium
885,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 620,Windows 10,95850.72,256GB SSD,No additional storage,Intel Core i5
886,Dell,Notebook,15.6,1366x768,4.0,AMD Radeon R5 M420X,Linux,24279.696,1TB HDD,No additional storage,Intel Core i3
887,Asus,Gaming,17.3,Full HD 1920x1080,12.0,Nvidia GeForce GTX 1050,Windows 10,72988.272,128GB SSD,1TB HDD,Intel Core i5
888,Acer,Netbook,11.6,IPS Panel 1366x768,4.0,Intel HD Graphics 400,Chrome OS,15824.16,32GB Flash Storage,No additional storage,Intel Celeron
889,Lenovo,Notebook,17.3,1600x900,4.0,AMD Radeon R3,Windows 10,20193.12,500GB HDD,No additional storage,AMD A4-Series
890,HP,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,67399.2,128GB SSD,No additional storage,Intel Core i5
891,HP,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,16.0,Intel HD Graphics 620,Windows 10,74538.72,256GB SSD,No additional storage,Intel Core i7
892,Samsung,Ultrabook,15.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,90522.72,256GB SSD,No additional storage,Intel Core i7
893,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,95850.72,256GB SSD,No additional storage,Intel Core i5
894,MSI,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,16.0,Nvidia GeForce GTX 1060,Windows 10,141138.72,512GB SSD,2TB HDD,Intel Core i7
895,Toshiba,Notebook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,78588.0,256GB SSD,No additional storage,Intel Core i5
896,Dell,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050Ti,Linux,49497.12,1TB HDD,No additional storage,Intel Core i7
897,HP,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,47952.0,1TB HDD,No additional storage,Intel Core i7
898,Dell,Notebook,15.6,1366x768,4.0,AMD Radeon R5 M420X,Windows 10,32713.92,1TB HDD,No additional storage,Intel Core i3
899,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,49816.8,500GB HDD,No additional storage,Intel Core i5
900,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,8.0,Intel HD Graphics 615,Windows 10,107257.968,512GB SSD,No additional storage,Intel Core i7
901,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,32.0,Nvidia GeForce GTX 980M,Windows 10,68145.12,256GB SSD,256GB SSD,Intel Core i7
902,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,16.0,Intel HD Graphics 615,Windows 10,87858.72,256GB SSD,No additional storage,Intel Core i7
903,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,109170.72,256GB Flash Storage,No additional storage,Intel Core i7
904,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,104588.1072,512GB SSD,No additional storage,Intel Core i5
905,LG,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,16.0,Intel HD Graphics 620,Windows 10,111834.72,512GB SSD,No additional storage,Intel Core i7
906,HP,Netbook,12.5,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,79014.24,512GB SSD,No additional storage,Intel Core i7
907,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,4.0,Intel HD Graphics,Chrome OS,19127.52,16GB Flash Storage,No additional storage,Intel Celeron
908,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 960M,Windows 10,42037.92,128GB SSD,1TB HDD,Intel Core i5
909,LG,Ultrabook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,101178.72,512GB SSD,No additional storage,Intel Core i7
910,Dell,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,64202.4,256GB SSD,No additional storage,Intel Core i5
